IRUC;DEPARTAMENTO;PROVINCIA;DISTRITO;Sexo;Cargo Informante;Cargo Informante otro;DESC_CIIU;Año funcionamiento;Empresa actualmente;Nivel ventas;Porcentaje;Capacidad operativa 2do trimestre;Modalidad ventas segundo trimentre;Disminución de la demanda de sus productos o servicios;Paralización de la producción a causa de la pandemia;Dificultad en la exportación de sus productos;Desabastecimiento de materias primas e insumos del mercado nacional;Desabastecimiento de materias primas e insumos del extranjero;Disminución de la inversión en maquinaria y equipos;Retraso en el pago de facturas;Retraso en el cobro de facturas;Enfermedad de trabajadores por el COVID-19;Pérdida de capital de trabajo;Altos costos para implementar planes de seguridad;¿Otro?;¿Otro? (Especifique);NO TUVO PROBLEMAS;¿Qué porcentaje de trabajadores laboró en la empresa en el segundo trimestre 2020 (Abril-Mayo-Junio); ¿Cuáles son las modalidades que ha adoptado la empresa para las labores de sus trabajadores?;TAMANO_EMPRESA
18110;LIMA;LIMA;SAN LUIS;2;Gerente/a general;;Otras industrias manufactureras n.c.p.;1997;Operativa;Disminuyó;50;De 41 a 60%;Solo online;1;0;0;1;0;0;0;1;0;1;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
18130;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Actividades de alojamiento para estancias cortas;2000;Parcialmente operativa;NO REALIO VENTAS;;De 21 a 40%;;1;1;1;1;0;0;1;1;1;1;1;0;;0;Hasta 20%;Solo trabajo presencial;Micro empresa
18145;LIMA;LIMA;SAN BORJA;1;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1998;Parcialmente operativa;Disminuyó;70;De 41 a 60%;Solo online;1;1;0;1;1;1;1;0;1;1;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
18202;LIMA;LIMA;MAGDALENA DEL MAR;2;Otro;GERENTE DE ADMINISTRACION Y FINANZAS;Actividades de consultoría de gestión;1998;Operativa;Disminuyó;50;De 61 a 80%;Presencial y delivery;1;0;0;0;0;0;1;1;0;0;1;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
18248;LIMA;LIMA;SAN ISIDRO;1;Otro;ANALISTA  FINANCIERO;Venta al por mayor de otros tipos de maquinaria y equipo;1998;Parcialmente operativa;Se mantiene;;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 41 a 60%;Solo trabajo remoto;Micro empresa
19134;LIMA;LIMA;SAN BORJA;2;Contador/a;;Venta al por menor de otros productos nuevos en comercios especializados;1998;Operativa;Disminuyó;30;De 81 a 100%;Solo a traves de delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
19140;LIMA;LIMA;SAN BORJA;1;Otro;ASISTENTE(A) CONTABLE;Otras actividades de servicio de comidas;1998;Operativa;Disminuyó;20;De 41 a 60%;Solo de forma presencial;0;0;0;0;0;0;0;0;0;0;0;1;RESOLUCIÓN DE CONTRATO CON ENTIDAD QUE NOS CONTRATÓ;0;De 81 a 100%;Trabajo mixto;Micro empresa
19144;LIMA;LIMA;SAN ISIDRO;1;Otro;GESTOR DE CUMPLIMIENTO NORMATIVO;Actividades de hospitales;1998;Operativa;Disminuyó;1;Hasta 20%;Solo online;0;0;0;0;0;0;0;0;0;0;0;1;NO ESPECIFICADO;0;Hasta 20%;Trabajo mixto;Micro empresa
19145;LIMA;LIMA;ATE;2;Contador/a;;Otras actividades profesionales, científicas y técnicas n.c.p.;1998;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo online;1;1;1;0;0;0;0;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
19204;LIMA;LIMA;CHORRILLOS;2;Contador/a;;Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador;1998;Operativa;Se mantiene;;De 81 a 100%;Solo online;0;0;0;0;0;0;0;0;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
19233;LIMA;LIMA;EL AGUSTINO;2;Contador/a;;Fabricación de pasta de madera, papel y cartón;1996;Operativa;Disminuyó;20;De 61 a 80%;Solo de forma presencial;1;0;0;1;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
19269;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Actividades de alojamiento para estancias cortas;1975;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
19274;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Fabricación de cemento, cal y yeso;1957;Parcialmente operativa;Disminuyó;60;De 21 a 40%;Presencial y delivery;1;1;0;0;0;1;0;0;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
19318;LIMA;LIMA;SAN ISIDRO;2;Administrador/a;;Construcción de edificios;1999;Parcialmente operativa;Disminuyó;75;De 21 a 40%;Solo de forma presencial;1;1;0;0;0;0;0;0;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
19349;LIMA;LIMA;LINCE;2;Contador/a;;Actividades de investigación;1999;Operativa;Disminuyó;25;De 81 a 100%;Solo de forma presencial;1;0;0;0;0;0;0;1;1;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
19412;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Construcción de carreteras y vías de ferrocarril;1999;Operativa;Disminuyó;70;De 21 a 40%;Solo de forma presencial;0;1;0;0;0;0;0;0;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
19468;LIMA;LIMA;SAN BORJA;1;Contador/a;;Almacenamiento y depósito;2006;Operativa;Disminuyó;30;De 61 a 80%;Solo online;1;0;0;0;0;0;1;1;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
19512;LIMA;LIMA;ATE;2;Otro;SSOMA;Venta al por mayor de otros tipos de maquinaria y equipo;1999;Parcialmente operativa;Disminuyó;40;De 81 a 100%;Solo a traves de delivery;1;1;0;0;0;0;0;0;0;1;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
19544;LIMA;LIMA;PUENTE PIEDRA;2;Contador/a;;Elaboración de productos de molinería;2000;Operativa;Disminuyó;20;De 61 a 80%;Solo de forma presencial;1;1;0;1;0;0;0;0;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
19555;LIMA;LIMA;LIMA;2;Otro;ASISTENTE(A) CONTABLE;Acabado de productos textiles;1999;Operativa;Disminuyó;60;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;1;0;1;0;1;0;;0;De 41 a 60%;Solo trabajo presencial;Micro empresa
19592;LIMA;LIMA;MIRAFLORES;2;Otro;FINANCIAL CONTROLLER;Transporte de carga por ferrocarril;1999;Parcialmente operativa;Disminuyó;68;De 21 a 40%;Por otra modalidad;1;0;0;0;0;0;0;0;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
21075;LIMA;LIMA;MIRAFLORES;1;Otro;JEFA DE LICITACIONES DE PROYECTOS;Construcción de carreteras y vías de ferrocarril;2014;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
21332;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;JEFE DE OPERACIONES;Actividades de operadores turísticos;1999;Parcialmente operativa;Disminuyó;100;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;1;1;1;1;1;1;PROBLEMA DE PAGAR ALQUILER CUANDO NADIE VA A LA OFICINA;0;De 21 a 40%;Solo trabajo remoto;Micro empresa
21403;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p.;1999;Operativa;Aumentó;2;De 81 a 100%;Presencial y delivery;0;1;0;1;1;0;0;0;1;1;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
21450;LIMA;LIMA;ATE;2;Contador/a;;Transporte de carga por carretera;2005;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;1;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
21469;LIMA;LIMA;LIMA;1;Otro;ANALISTA LEGAL;Enseñanza superior;2000;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 41 a 60%;Solo trabajo remoto;Micro empresa
21513;LIMA;LIMA;LURIN;2;Otro;ANALISTA CONTABLE;Fabricación de sustancias químicas básicas;2000;Parcialmente operativa;Disminuyó;10;De 61 a 80%;Solo de forma presencial;1;1;1;1;1;0;0;0;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
21570;LIMA;LIMA;LA VICTORIA;1;Otro;ANALISTA DE CONTABILIDAD Y AFLIADAS;Otras actividades de telecomunicación;2001;Operativa;Disminuyó;26;De 61 a 80%;Solo online;0;0;0;0;0;0;0;1;0;0;0;1;NO SE PUEDE IMPORTAR PRODUCTOS;0;De 61 a 80%;Trabajo mixto;Micro empresa
21576;LIMA;LIMA;SAN ISIDRO;2;Otro;SUPERVISOR DE REPORTES FINANCIEROS;Extracción de gas natural;2000;Operativa;Disminuyó;44;De 81 a 100%;Solo de forma presencial;0;0;0;0;0;0;0;0;0;0;0;1;MANTENER VOLUMEN DE VENTAS;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
21688;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Acuicultura de agua dulce;2011;Parcialmente operativa;Disminuyó;20;De 61 a 80%;Solo online;1;1;0;0;0;1;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
21708;LIMA;LIMA;LIMA;2;Gerente/a general;;Venta al por mayor no especializada;2000;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo a traves de delivery;1;0;0;0;0;0;0;1;0;1;0;0;;0;De 81 a 100%;Solo trabajo remoto;Mediana empresa
21833;CALLAO;CALLAO;CALLAO;1;Otro;GERENTE ADMINISTRATIVO;Fabricación de productos metálicos para uso estructural;2008;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo online;1;1;0;1;1;1;1;1;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
21834;LIMA;LIMA;LA MOLINA;2;Contador/a;;Fabricación de materiales de construcción de arcilla;2008;Operativa;Disminuyó;50;De 21 a 40%;Solo de forma presencial;0;1;0;0;0;0;0;0;0;1;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
22009;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Transporte de carga por carretera;2004;Parcialmente operativa;Disminuyó;73;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;0;0;0;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
22106;LIMA;LIMA;SURQUILLO;2;Gerente/a general;;Otras actividades especializadas de construcción;2005;Parcialmente operativa;Disminuyó;75;De 21 a 40%;Presencial y delivery;1;1;0;1;0;0;0;1;1;0;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
23160;LIMA;LIMA;INDEPENDENCIA;1;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;2008;Parcialmente operativa;Disminuyó;70;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Solo trabajo presencial;Micro empresa
23642;LIMA;LIMA;SAN BORJA;2;Otro;ANALISTA CONTABLE;Venta al por mayor de materias primas agropecuarias y animales vivos;2008;Operativa;Se mantiene;;De 41 a 60%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Solo trabajo remoto;Micro empresa
23647;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;ANALISITA DE IMPUESTO;Venta al por mayor no especializada;2008;Operativa;Disminuyó;30;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;0;0;0;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
23733;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Actividades de envasado y empaquetado;2008;Operativa;Disminuyó;30;De 41 a 60%;Solo de forma presencial;1;1;0;0;0;0;1;1;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
24191;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;ANALISTA DE RECURSOS HUMANOS;Terminación y acabado de edificios;2014;Operativa;Disminuyó;40;De 61 a 80%;Solo online;1;0;0;0;0;0;1;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
24487;LIMA;LIMA;SAN ISIDRO;2;Otro;SUB GERENTE LEGAL;Transporte por tuberías;2000;Operativa;Disminuyó;71;De 81 a 100%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;1;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
24488;LIMA;LIMA;SAN ISIDRO;2;Otro;RESPONSABLE DE COBRANZAS;Extracción de gas natural;2000;Operativa;Disminuyó;30;De 61 a 80%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
24525;LIMA;LIMA;LURIN;2;Otro;GERENTE DE CONTABILIDAD E IMPUESTOS;Reparación de maquinaria;2000;Operativa;Disminuyó;19;De 81 a 100%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
24534;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Contador/a;;Venta al por mayor de productos textiles, prendas de vestir y calzado;2001;Parcialmente operativa;Disminuyó;98;Hasta 20%;Solo online;1;0;0;0;0;0;1;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
24561;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Construcción de carreteras y vías de ferrocarril;2001;Parcialmente operativa;Disminuyó;30;De 41 a 60%;Solo de forma presencial;1;1;0;1;0;1;1;1;1;1;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
24590;CALLAO;CALLAO;CALLAO;2;Contador/a;;Actividades de servicios vinculadas al transporte aéreo;2001;Parcialmente operativa;Disminuyó;91;Hasta 20%;Solo de forma presencial;1;1;0;0;0;1;1;1;1;0;1;1;SUSPENSION DE VUELOS COMERCIALES NACIONALES E INTERNACIONALES;0;De 61 a 80%;Trabajo mixto;Micro empresa
24647;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Contador/a;;Fabricación de prendas de vestir, excepto prendas de piel;2001;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;1;0;0;;0;De 81 a 100%;Solo trabajo presencial;Pequeña empresa
24765;LIMA;LIMA;SAN MIGUEL;1;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;2004;Parcialmente operativa;Disminuyó;90;De 41 a 60%;Solo online;1;1;0;0;0;0;0;0;0;1;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
24778;LIMA;LIMA;LURIN;2;Contador/a;;Fabricación de productos de plástico;2001;Operativa;Aumentó;39;De 61 a 80%;Solo online;0;0;0;0;0;0;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
24788;LIMA;LIMA;MIRAFLORES;1;Administrador/a;;Actividades de restaurantes y de servicio móvil de comidas;2015;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
24885;LIMA;LIMA;LA VICTORIA;1;Otro;ANALISTA;Venta de vehículos automotores;1993;Parcialmente operativa;Aumentó;40;De 41 a 60%;Solo online;0;0;0;0;0;0;1;1;1;1;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
24900;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;GERENTE DE ADMINISTRACION;Otras actividades especializadas de construcción;2001;Operativa;NO REALIO VENTAS;;De 21 a 40%;;0;1;0;0;1;1;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
24997;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Fabricación de otros productos elaborados de metal n.c.p.;2001;Operativa;Disminuyó;50;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
25080;LIMA;LIMA;SAN BORJA;2;Otro;COORDINADOR CONTABLE;"Fabricación de gas; distribución de combustibles gaseosos por tuberías";2004;Operativa;Disminuyó;38;De 41 a 60%;Solo a traves de delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
25095;LIMA;LIMA;SAN ISIDRO;1;Otro;ANALISTA SENIOR REPORTING;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;2002;Parcialmente operativa;Disminuyó;58;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;1;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
25177;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Actividades de consultoría de gestión;2002;Parcialmente operativa;Disminuyó;30;De 41 a 60%;Solo online;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
25274;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Generación, transmisión y distribución de energía eléctrica;2002;Operativa;Se mantiene;;De 81 a 100%;Por otra modalidad;0;1;0;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
25317;LIMA;LIMA;SAN BORJA;2;Contador/a;;Otras actividades especializadas de construcción;2002;Parcialmente operativa;Disminuyó;50;De 21 a 40%;Presencial y delivery;0;1;0;0;0;0;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
25366;LIMA;LIMA;SAN MIGUEL;1;Contador/a;;Transporte de carga por carretera;2002;Parcialmente operativa;Disminuyó;3;Hasta 20%;Presencial y delivery;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Trabajo mixto;Mediana empresa
25498;LIMA;LIMA;CARABAYLLO;2;Contador/a;;Construcción de edificios;2002;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
25504;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Actividades de alojamiento para estancias cortas;2003;Parcialmente operativa;Disminuyó;44;De 41 a 60%;Por otra modalidad;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
25507;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Construcción de carreteras y vías de ferrocarril;2003;Operativa;Se mantiene;;Hasta 20%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;0;0;;1;Hasta 20%;Solo trabajo remoto;Gran empresa
25516;LIMA;LIMA;LA VICTORIA;1;Administrador/a;;Venta al por mayor de productos textiles, prendas de vestir y calzado;2003;Parcialmente operativa;Disminuyó;40;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
25546;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1;Contador/a;;Venta al por menor de combustibles para vehículos automotores en comercios especializados;2003;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo online;1;0;0;1;0;0;1;1;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
25549;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;ANALISTA;Actividades de restaurantes y de servicio móvil de comidas;2003;Parcialmente operativa;Disminuyó;82;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;1;0;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
25567;LIMA;LIMA;ATE;1;Contador/a;;Elaboración de otros productos alimenticios n.c.p.;2003;Operativa;Aumentó;24;De 81 a 100%;Solo online;0;0;1;0;1;0;1;1;1;0;0;1;GASTOS ADICIONALES POR PLANES DE SEGURIDAD;0;De 81 a 100%;Trabajo mixto;Micro empresa
25576;LIMA;LIMA;LIMA;2;Contador/a;;Venta de vehículos automotores;2003;Parcialmente operativa;NO REALIO VENTAS;;De 81 a 100%;;1;1;0;1;0;0;1;1;1;1;0;0;;0;De 41 a 60%;Solo trabajo remoto;Micro empresa
25581;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Construcción de edificios;2003;Operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
25639;LIMA;LIMA;SAN ISIDRO;1;Otro;ANALISTA DE REPORTE FINANCIERO;Actividades de apoyo para la extracción de petróleo y gas natural;2003;Operativa;Disminuyó;55;De 61 a 80%;Solo a traves de delivery;0;0;0;0;0;0;0;0;0;0;0;1;ADAPTACION AL TELETRABAJO;0;De 81 a 100%;Trabajo mixto;Micro empresa
25735;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Extracción de gas natural;2003;Operativa;Disminuyó;40;De 81 a 100%;Por otra modalidad;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
25786;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;2013;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Pequeña empresa
25813;LIMA;LIMA;LIMA;2;Contador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;2003;Parcialmente operativa;Disminuyó;72;De 41 a 60%;Por otra modalidad;1;1;0;0;0;0;1;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
25814;LIMA;LIMA;MAGDALENA DEL MAR;2;Contador/a;;Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades;2003;Parcialmente operativa;Disminuyó;80;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
25867;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Actividades de alojamiento para estancias cortas;2003;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
25920;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;2003;Operativa;Disminuyó;40;De 41 a 60%;Solo online;1;0;0;0;0;0;0;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
25947;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1;Otro;AUXILIAR CONTABLE;Venta al por menor de combustibles para vehículos automotores en comercios especializados;2003;Parcialmente operativa;Disminuyó;62;De 21 a 40%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Pequeña empresa
26125;CALLAO;CALLAO;CALLAO;1;Administrador/a;;Reparación de equipo eléctrico;2004;Operativa;Disminuyó;85;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;0;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
26141;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Elaboración y conservación de pescado, crustáceos y moluscos;2004;Parcialmente operativa;Se mantiene;;De 81 a 100%;Por otra modalidad;0;1;1;1;0;0;0;0;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Pequeña empresa
26154;CALLAO;CALLAO;CALLAO;1;Otro;ASISTENTE(A) CONTABLE;Fabricación de otros productos de caucho;2004;Parcialmente operativa;Disminuyó;43;De 21 a 40%;Solo a traves de delivery;0;0;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
26161;LIMA;LIMA;MIRAFLORES;2;Administrador/a;;Actividades de restaurantes y de servicio móvil de comidas;2004;Inoperativa;;;;;;;;;;;;;;;;;;;;;Micro empresa
26195;LIMA;LIMA;SURQUILLO;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;2004;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
26225;LIMA;LIMA;CHORRILLOS;1;Otro;ASISTENTE(A) CONTABLE;Actividades de restaurantes y de servicio móvil de comidas;2004;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
26275;LIMA;LIMA;BARRANCO;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;2004;Parcialmente operativa;Disminuyó;95;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;1;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
26319;LIMA;LIMA;CHORRILLOS;1;Otro;CONTADOR(A);Corte, talla y acabado de la piedra;2004;Inoperativa;;;;;;;;;;;;;;;;;;;;;Pequeña empresa
26379;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Elaboración y conservación de pescado, crustáceos y moluscos;2004;Operativa;Disminuyó;50;Hasta 20%;Solo de forma presencial;1;1;1;1;0;1;0;1;0;1;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
26677;LIMA;LIMA;LIMA;2;Otro;RESPONSABLE DE COBRANZAS;Extracción de gas natural;2005;Operativa;Disminuyó;30;De 61 a 80%;Solo de forma presencial;0;0;0;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
26761;LIMA;LIMA;SAN ISIDRO;1;Otro;SUPERVISOR DE CONTABILIDAD E IMPUESTOS;Actividades de restaurantes y de servicio móvil de comidas;2005;Parcialmente operativa;Disminuyó;82;Hasta 20%;Solo a traves de delivery;1;1;0;0;0;0;1;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
26768;LIMA;LIMA;SAN ISIDRO;1;Otro;ANALISTA DE CONTABILIDAD;Extracción de gas natural;1996;Operativa;Disminuyó;1;De 41 a 60%;Solo online;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
26809;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Otras actividades especializadas de construcción;2005;Operativa;Disminuyó;30;Hasta 20%;Por otra modalidad;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
26829;LIMA;LIMA;SAN BORJA;1;Otro;GERENTE DE RECURSOS HUMANOS;Construcción de otras obras de ingeniería civil;2015;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;0;0;1;NO REALIZO VENTAS;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
26846;LIMA;LIMA;LA VICTORIA;2;Contador/a;;Fabricación de productos de plástico;2005;Operativa;Disminuyó;30;De 41 a 60%;Solo a traves de delivery;0;0;0;0;0;1;0;1;1;0;0;0;;0;De 61 a 80%;Solo trabajo presencial;Micro empresa
26879;LIMA;LIMA;SAN ISIDRO;1;Otro;COORDINADOR RECURSOS HUMANOS;Instalaciones eléctricas;2006;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Trabajo mixto;Micro empresa
