IRUC;DEPARTAMENTO;PROVINCIA;DISTRITO;Sexo;Cargo Informante;Cargo Informante otro;DESC_CIIU;Año funcionamiento;Empresa actualmente;Nivel ventas;Porcentaje;Capacidad operativa 2do trimestre;Modalidad ventas segundo trimentre;Disminución de la demanda de sus productos o servicios;Paralización de la producción a causa de la pandemia;Dificultad en la exportación de sus productos;Desabastecimiento de materias primas e insumos del mercado nacional;Desabastecimiento de materias primas e insumos del extranjero;Disminución de la inversión en maquinaria y equipos;Retraso en el pago de facturas;Retraso en el cobro de facturas;Enfermedad de trabajadores por el COVID-19;Pérdida de capital de trabajo;Altos costos para implementar planes de seguridad;¿Otro?;¿Otro? (Especifique);NO TUVO PROBLEMAS;¿Qué porcentaje de trabajadores laboró en la empresa en el segundo trimestre 2020 (Abril-Mayo-Junio); ¿Cuáles son las modalidades que ha adoptado la empresa para las labores de sus trabajadores?;TAMANO_EMPRESA
26888;CALLAO;CALLAO;BELLAVISTA;2;Contador/a;;Otras actividades de servicio de comidas;2005;Parcialmente operativa;Disminuyó;35;De 41 a 60%;Solo de forma presencial;1;1;0;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
27009;LIMA;LIMA;MIRAFLORES;1;Otro;ANALISTA CONTABLE;Actividades de agencias de viajes;2005;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Solo trabajo remoto;Micro empresa
27086;LIMA;LIMA;LOS OLIVOS;1;Otro;ASISTENTE DE VENTAS;Elaboración de aceites y grasas de origen vegetal y animal;2018;Operativa;Aumentó;10;De 61 a 80%;Solo de forma presencial;0;0;0;1;0;0;0;0;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
27130;LIMA;LIMA;LIMA;1;Contador/a;;Fabricación de juegos y juguetes;2005;Parcialmente operativa;Disminuyó;95;Hasta 20%;Solo de forma presencial;0;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
27152;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Otras actividades especializadas de construcción;2006;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
27188;LIMA;LIMA;MIRAFLORES;2;Administrador/a;;Transporte de pasajeros por vía aérea;2006;Inoperativa;Disminuyó;99;Hasta 20%;Presencial y delivery;0;0;0;0;0;0;0;0;0;0;0;1;PROHIBICION DE VUELOS-ACTIVIDAD PARALIZADA;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
27284;LIMA;LIMA;LA VICTORIA;2;Otro;ANALISTA SENIOR DE COSTOS;Elaboración y conservación de pescado, crustáceos y moluscos;2006;Operativa;Disminuyó;70;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;1;0;1;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
27337;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;ASISTENTE(A) CONTABLE;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;2006;Operativa;Aumentó;16;De 61 a 80%;Presencial y delivery;0;0;1;0;0;0;0;0;1;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
27353;LIMA;LIMA;ATE;1;Otro;FACTURACION;Fabricación de otros productos textiles n.c.p.;2000;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
27362;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Actividades de alojamiento para estancias cortas;2009;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
27374;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;2006;Operativa;Disminuyó;76;De 21 a 40%;Solo de forma presencial;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
27389;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;2006;Operativa;Disminuyó;93;De 21 a 40%;Solo online;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
27390;LIMA;LIMA;LIMA;1;Otro;ANALISTA DE COSTOS;Fabricación de productos de plástico;1970;Operativa;Disminuyó;40;De 21 a 40%;Solo a traves de delivery;1;0;1;0;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
27471;LIMA;LIMA;LIMA;2;Contador/a;;Actividades inmobiliarias realizadas con bienes propios o arrendados;2006;Parcialmente operativa;Disminuyó;64;De 21 a 40%;Solo online;1;0;0;0;0;0;0;0;0;0;0;1;LA INMOVILIZACION SOCIAL OBLIGATORIA;0;De 81 a 100%;Trabajo mixto;Micro empresa
27837;LIMA;LIMA;LA MOLINA;1;Otro;ASISTENTE(A) CONTABLE;Actividades de restaurantes y de servicio móvil de comidas;2007;Parcialmente operativa;Disminuyó;78;De 21 a 40%;Solo online;1;1;0;1;0;0;1;1;1;0;1;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
27848;LIMA;LIMA;LIMA;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;2016;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
27861;LIMA;LIMA;SAN MARTIN DE PORRES;1;Otro;AUXILIAR CONTABLE;Actividades de restaurantes y de servicio móvil de comidas;2007;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;1;1;0;;0;De 61 a 80%;Trabajo mixto;Mediana empresa
27949;LIMA;LIMA;SANTIAGO DE SURCO;2;Administrador/a;;Otras actividades de servicios de apoyo a las empresas n.c.p.;2009;Parcialmente operativa;Disminuyó;50;De 61 a 80%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;1;1;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
27966;LIMA;LIMA;CHORRILLOS;1;Otro;CONTADORA EXTERNA;Fabricación de muebles;1985;Parcialmente operativa;Disminuyó;60;De 21 a 40%;Presencial y delivery;1;1;0;1;1;1;1;1;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
28036;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Otro;JEFE DE FINANZAS;Acabado de productos textiles;2007;Operativa;Disminuyó;40;De 41 a 60%;Solo online;0;1;0;0;0;0;1;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
28042;LIMA;LIMA;LIMA;1;Contador/a;;Enseñanza secundaria de formación general;2007;Operativa;Disminuyó;30;De 61 a 80%;Presencial y delivery;0;0;0;0;0;0;1;1;0;1;0;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
28296;CALLAO;CALLAO;BELLAVISTA;1;Otro;JEFE DE OPERACIONES;Pesca marítima;2008;Parcialmente operativa;Disminuyó;70;Hasta 20%;Por otra modalidad;1;1;1;1;1;1;1;1;0;1;1;0;;0;De 21 a 40%;Solo trabajo remoto;Pequeña empresa
28321;LIMA;LIMA;LIMA;2;Gerente/a general;;Otras actividades de venta al por menor en comercios no especializados;2008;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
28462;LIMA;LIMA;LA VICTORIA;2;Contador/a;;Construcción de edificios;2004;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
28691;LIMA;LIMA;LURIGANCHO;1;Otro;GERENTE DE FINANZAS;Fabricación de productos de plástico;2009;Operativa;Disminuyó;30;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;0;1;1;1;0;1;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
28737;LIMA;LIMA;SANTA ANITA;2;Gerente/a general;;Venta al por mayor no especializada;2009;Parcialmente operativa;Disminuyó;60;De 81 a 100%;Solo online;1;1;0;0;0;0;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
28738;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;ANALISTA CONTABLE;Transporte de carga marítimo y de cabotaje;2009;Operativa;Se mantiene;;Hasta 20%;Por otra modalidad;0;0;0;1;1;1;1;0;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
28794;LIMA;LIMA;SAN ISIDRO;1;Administrador/a;;Actividades de consultoría de gestión;2009;Parcialmente operativa;Se mantiene;;Hasta 20%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;0;0;;1;Hasta 20%;Solo trabajo remoto;Mediana empresa
28831;LIMA;LIMA;LIMA;1;Administrador/a;;Instalaciones eléctricas;2009;Operativa;Disminuyó;40;Hasta 20%;Presencial y delivery;1;1;0;1;0;0;0;1;0;0;1;0;;0;De 21 a 40%;Solo trabajo remoto;Micro empresa
28900;LIMA;LIMA;LIMA;2;Otro;ANALISTA CONTABLE;Venta al por mayor de metales y minerales metalíferos;2010;Operativa;Disminuyó;50;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Trabajo mixto;Micro empresa
28927;LIMA;LIMA;MIRAFLORES;1;Otro;ANALISTA CONTABLE;Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica;2010;Parcialmente operativa;Disminuyó;58;Hasta 20%;Por otra modalidad;0;1;0;1;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
30032;LIMA;LIMA;CHORRILLOS;1;Otro;ANALISTA TRIBUTARIA;Impresión;2012;Operativa;Disminuyó;20;De 41 a 60%;Solo de forma presencial;0;1;1;0;1;0;0;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
30062;LIMA;LIMA;SAN ISIDRO;1;Gerente/a general;;Actividades de alojamiento para estancias cortas;2011;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;0;0;0;0;0;1;1;0;0;0;1;CIERRE DE AEROPUERTOS;0;Hasta 20%;Trabajo mixto;Micro empresa
30452;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica;2007;Parcialmente operativa;Disminuyó;44;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
30490;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica;2006;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;1;1;0;0;1;0;;0;De 21 a 40%;Solo trabajo remoto;Micro empresa
30535;LIMA;LIMA;PUENTE PIEDRA;1;Otro;ANALISTA DE GERENCIA;Transporte de carga por carretera;2006;Parcialmente operativa;Disminuyó;90;Hasta 20%;Presencial y delivery;1;0;0;0;0;1;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
30563;LIMA;LIMA;MIRAFLORES;2;Gerente/a general;;Actividades de alojamiento para estancias cortas;2000;Parcialmente operativa;Disminuyó;85;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
30577;LIMA;LIMA;COMAS;1;Administrador/a;;Transporte de carga por carretera;2005;Parcialmente operativa;Disminuyó;30;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
30646;LIMA;LIMA;LINCE;2;Contador/a;;Actividades de servicios relacionadas con la impresión;2007;Parcialmente operativa;Disminuyó;60;De 41 a 60%;Presencial y delivery;1;1;0;1;1;1;1;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
30782;LIMA;LIMA;SANTIAGO DE SURCO;1;Administrador/a;;Consultoría de informática y de gestión de instalaciones informáticas;2003;Parcialmente operativa;Disminuyó;90;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
30806;LIMA;LIMA;ATE;2;Contador/a;;Transporte de carga por carretera;2002;Parcialmente operativa;Disminuyó;60;Hasta 20%;Solo de forma presencial;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
30997;LIMA;LIMA;SAN BORJA;1;Otro;ANALISTA CONTABLE;Otros tipos de enseñanza n.c.p.;2008;Parcialmente operativa;Disminuyó;50;De 21 a 40%;Presencial y delivery;1;1;0;1;0;0;1;1;1;1;0;0;;0;De 21 a 40%;Solo trabajo remoto;Micro empresa
31143;LIMA;LIMA;LURIN;2;Contador/a;;Fabricación de vidrio y productos de vidrio;2000;Parcialmente operativa;Disminuyó;35;Hasta 20%;Presencial y delivery;1;1;1;1;0;0;1;1;1;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
31285;LIMA;LIMA;LURIGANCHO;2;Gerente/a general;;Actividades de alojamiento para estancias cortas;1999;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;0;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
31359;LIMA;LIMA;LOS OLIVOS;2;Contador/a;;Otras actividades especializadas de construcción;1998;Parcialmente operativa;Disminuyó;100;De 21 a 40%;Presencial y delivery;1;1;0;0;0;0;0;0;1;1;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
31369;CALLAO;CALLAO;CALLAO;2;Administrador/a;;Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción;2000;Operativa;Aumentó;40;De 61 a 80%;Solo de forma presencial;0;1;0;0;0;0;1;1;0;0;0;0;;0;De 41 a 60%;Solo trabajo presencial;Pequeña empresa
31443;LIMA;LIMA;LA MOLINA;2;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1996;Parcialmente operativa;Disminuyó;55;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;1;0;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
31586;LIMA;LIMA;CHORRILLOS;1;Gerente/a general;;"Forja, prensado, estampado y laminado de metales; pulvimetalurgia";1990;Operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;1;0;0;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
31628;LIMA;LIMA;SAN ISIDRO;2;Otro;REPRESENTANTE LEGAL;Actividades jurídicas;1983;Parcialmente operativa;Se mantiene;;De 61 a 80%;Presencial y delivery;1;0;0;0;0;0;1;1;1;0;1;0;;0;De 61 a 80%;Solo trabajo remoto;Mediana empresa
31669;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;ANALISTA;Actividades de restaurantes y de servicio móvil de comidas;1993;Parcialmente operativa;Disminuyó;93;De 21 a 40%;Solo a traves de delivery;1;1;0;0;0;0;1;0;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
31894;LIMA;LIMA;VILLA EL SALVADOR;2;Gerente/a general;;Elaboración de productos de molinería;2007;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Solo trabajo presencial;Micro empresa
32093;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Generación, transmisión y distribución de energía eléctrica;2010;Operativa;Disminuyó;35;De 81 a 100%;Por otra modalidad;1;0;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
32106;LIMA;LIMA;SAN BORJA;2;Otro;ASISTENTE(A) CONTABLE;Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados;2011;Parcialmente operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;1;0;0;0;0;1;1;1;1;1;1;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
32164;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Actividades de alojamiento para estancias cortas;2006;Parcialmente operativa;Disminuyó;88;De 21 a 40%;Solo de forma presencial;1;0;0;0;0;0;1;1;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
32335;LIMA;LIMA;ATE;2;Gerente/a general;;"Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques";2010;Parcialmente operativa;Disminuyó;80;Hasta 20%;Solo a traves de delivery;1;1;0;1;0;1;0;0;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
32350;LIMA;LIMA;PUENTE PIEDRA;2;Contador/a;;Fabricación de materiales de construcción de arcilla;2010;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo de forma presencial;0;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo presencial;Pequeña empresa
32364;LIMA;LIMA;MIRAFLORES;1;Otro;JEFE FINANZAS;Actividades de agencias de viajes;2010;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
32602;LIMA;LIMA;MIRAFLORES;1;Otro;ASISTENTE(A) CONTABLE;Actividades de alojamiento para estancias cortas;2009;Inoperativa;;;;;;;;;;;;;;;;;;;;;Micro empresa
32863;LIMA;LIMA;COMAS;2;Administrador/a;;Impresión;2007;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo a traves de delivery;1;1;1;0;0;0;0;1;1;0;0;0;;0;Hasta 20%;Trabajo mixto;Mediana empresa
33178;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;1987;Operativa;Disminuyó;50;De 61 a 80%;Solo online;1;1;1;1;1;1;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
33418;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Otras actividades de alojamiento;1994;Parcialmente operativa;Disminuyó;75;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
33914;LIMA;LIMA;LIMA;2;Contador/a;;Fabricación de prendas de vestir, excepto prendas de piel;1993;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo de forma presencial;1;1;1;1;1;1;0;0;0;0;1;0;;0;Hasta 20%;Trabajo mixto;Gran empresa
34604;LIMA;LIMA;LIMA;1;Gerente/a general;;Actividades de alojamiento para estancias cortas;1992;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Solo trabajo presencial;Mediana empresa
34626;CALLAO;CALLAO;CALLAO;1;Contador/a;;Otras actividades de servicios de apoyo a las empresas n.c.p.;1980;Parcialmente operativa;Disminuyó;30;De 41 a 60%;Por otra modalidad;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
34927;LIMA;LIMA;SANTIAGO DE SURCO;1;Propietario/a;;Construcción de edificios;1977;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;1;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
34953;LIMA;LIMA;ATE;1;Contador/a;;Mantenimiento y reparación de vehículos automotores;1973;Parcialmente operativa;Disminuyó;70;Hasta 20%;Solo de forma presencial;1;1;0;1;0;1;0;0;1;0;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
35803;LIMA;LIMA;SAN ISIDRO;2;Administrador/a;;Actividades de restaurantes y de servicio móvil de comidas;1992;Parcialmente operativa;Disminuyó;90;De 21 a 40%;Solo online;0;1;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Solo trabajo presencial;Mediana empresa
35838;LIMA;LIMA;SAN BORJA;2;Gerente/a general;;Venta al por mayor no especializada;2005;Operativa;Disminuyó;10;De 81 a 100%;Presencial y delivery;1;1;0;0;0;0;0;0;0;0;1;1;PARALIZACION DEL SERVICIO DE TRANSPORTE;0;De 61 a 80%;Trabajo mixto;Mediana empresa
35857;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;1;Contador/a;;Venta al por mayor no especializada;2002;Operativa;Se mantiene;;De 81 a 100%;Solo de forma presencial;0;0;0;0;0;0;0;0;1;0;1;0;;0;De 81 a 100%;Solo trabajo presencial;Mediana empresa
35882;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Otros tipos de enseñanza n.c.p.;1993;Operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;1;1;1;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
36473;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;1;Otro;ASISTENTE(A) CONTABLE;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";1994;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo online;1;1;0;1;0;0;1;1;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Gran empresa
37086;LIMA;LIMA;SAN MARTIN DE PORRES;2;Contador/a;;Reproducción de grabaciones;1991;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo online;1;0;0;1;0;0;0;1;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
37836;LIMA;LIMA;LINCE;1;Administrador/a;;Fabricación de equipo de medición, prueba, navegación y control;1994;Operativa;Se mantiene;;De 41 a 60%;Presencial y delivery;0;1;0;1;1;0;0;1;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
39306;LIMA;LIMA;LA MOLINA;2;Gerente/a general;;Construcción de edificios;1991;Operativa;NO REALIO VENTAS;;De 61 a 80%;;1;1;0;1;1;1;0;0;0;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
40074;LIMA;LIMA;MAGDALENA DEL MAR;1;Administrador/a;;Otras actividades profesionales, científicas y técnicas n.c.p.;1997;Parcialmente operativa;Disminuyó;80;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;1;1;1;1;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
40374;LIMA;LIMA;MIRAFLORES;2;Administrador/a;;Construcción de edificios;1998;Operativa;Disminuyó;99;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;1;1;0;0;0;1;NO PUDO ACCEDER A PROGRAMAS DEL GOBIERNO;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
41030;LIMA;LIMA;COMAS;1;Otro;DIRECTOR(A);Enseñanza secundaria de formación general;1993;Parcialmente operativa;Disminuyó;40;Hasta 20%;Por otra modalidad;1;0;0;0;0;0;1;1;1;0;1;1;MOROSIDAD DE COBRO DE PENSIONES;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
41074;LIMA;LIMA;JESUS MARIA;1;Otro;ASISTENTE(A) CONTABLE;Acuicultura marina;2000;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
41316;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Gerente/a general;;Fabricación de muebles;1984;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;0;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
41332;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Actividades de fotografía;1988;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo online;1;0;0;0;0;0;1;0;0;0;0;0;;0;De 61 a 80%;Solo trabajo presencial;Mediana empresa
42040;LIMA;LIMA;MIRAFLORES;1;Administrador/a;;Actividades de seguridad privada;1999;Operativa;Disminuyó;25;De 61 a 80%;Presencial y delivery;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 81 a 100%;Trabajo mixto;Gran empresa
42082;LIMA;LIMA;LOS OLIVOS;1;Otro;SECRETARIA;Transporte urbano y suburbano de pasajeros por vía terrestre;1999;Parcialmente operativa;Se mantiene;;De 41 a 60%;Solo de forma presencial;0;0;0;0;0;0;1;1;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
42139;LIMA;LIMA;SAN MIGUEL;1;Contador/a;;Enseñanza secundaria de formación general;2007;Operativa;Disminuyó;20;De 61 a 80%;Presencial y delivery;0;0;0;0;0;0;1;0;0;0;0;0;;0;De 61 a 80%;Solo trabajo remoto;Mediana empresa
42164;LIMA;LIMA;SAN LUIS;2;Otro;ASISTENTE(A) ADMINISTRATIVO;Construcción de edificios;2015;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;1;1;1;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
43047;LIMA;LIMA;MIRAFLORES;2;Otro;JEFE DE VENTAS;Venta al por mayor de otros tipos de maquinaria y equipo;2015;Operativa;Disminuyó;50;De 41 a 60%;Solo online;1;0;0;0;1;0;1;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
43376;LIMA;LIMA;PUEBLO LIBRE;1;Otro;SECRETARIA;Enseñanza pre-escolar y primaria;1965;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;1;0;0;0;0;1;DISMINUCION EN PAGO DE PENSIONES;0;De 61 a 80%;Solo trabajo remoto;Mediana empresa
44095;CALLAO;CALLAO;CALLAO;2;Administrador/a;;Almacenamiento y depósito;1996;Operativa;Se mantiene;;De 81 a 100%;Solo online;0;0;0;0;0;0;0;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
44400;LIMA;LIMA;ATE;2;Gerente/a general;;Transporte de carga por carretera;1999;Operativa;Aumentó;40;De 61 a 80%;Presencial y delivery;0;0;0;0;0;0;0;1;0;0;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
46051;LIMA;LIMA;SAN ISIDRO;2;Gerente/a general;;Consultoría de informática y de gestión de instalaciones informáticas;1993;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 81 a 100%;Solo trabajo remoto;Gran empresa
46075;LIMA;LIMA;BARRANCO;1;Propietario/a;;Enseñanza secundaria de formación general;1968;Parcialmente operativa;Disminuyó;40;De 61 a 80%;Presencial y delivery;0;0;0;0;0;0;0;1;0;0;0;1;REDUCCION DE PENSIONES EDUCATIVAS;0;De 61 a 80%;Solo trabajo remoto;Mediana empresa
46120;LIMA;LIMA;SAN MARTIN DE PORRES;2;Administrador/a;;Construcción de edificios;1996;Inoperativa;;;;;;;;;;;;;;;;;;;;;Gran empresa
47329;LIMA;LIMA;LIMA;2;Contador/a;;Venta al por mayor de alimentos, bebidas y tabaco;2004;Operativa;Disminuyó;30;De 61 a 80%;Solo online;1;1;0;1;0;0;1;1;1;1;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
47554;LIMA;LIMA;SANTIAGO DE SURCO;2;Gerente/a general;;Construcción de edificios;1991;Parcialmente operativa;NO REALIO VENTAS;;De 61 a 80%;;0;1;0;0;0;0;0;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
